Customer ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
ME-17320,42,10,10663.728000000001,3,4,4,11,Champion
ME-17725,28,8,1908.4532,4,4,2,10,Champion
ME-18010,92,4,1256.944,2,1,2,5,At Risk
MF-17665,421,5,937.039,1,2,1,4,At Risk
MF-18250,7,5,1758.3,4,2,2,8,Loyal
MG-17650,29,7,3785.276,4,3,3,10,Champion
MG-17680,92,4,2350.188,2,1,3,6,Potential
MG-17695,555,3,1342.282,1,1,2,4,At Risk
MG-17875,116,5,1242.8329999999999,2,2,2,6,Potential
MG-17890,99,9,776.384,2,4,1,7,Potential
MG-18145,84,4,3061.543,2,1,3,6,Potential
MG-18205,264,1,16.739,1,1,1,3,Lost
MH-17290,119,6,2394.025,2,3,3,8,Loyal
MH-17440,376,4,400.016,1,1,1,3,Lost
MH-17455,85,8,2456.1820000000002,2,4,3,9,Loyal
MH-17620,155,4,1252.8,2,1,2,5,At Risk
MH-17785,98,7,2203.7780000000002,2,3,2,7,Potential
MH-18025,49,5,2984.948,3,2,3,8,Loyal
MH-18115,5,9,5503.093,4,4,4,12,Champion
MJ-17740,22,7,6320.746,4,3,4,11,Champion
MK-17905,28,8,2302.368,4,4,3,11,Champion
MK-18160,240,4,1031.602,1,1,1,3,Lost
ML-17395,69,9,2722.843,3,4,3,10,Champion
ML-17410,54,6,2921.5,3,3,3,9,Loyal
ML-17755,29,7,2071.9139999999998,4,3,2,9,Loyal
ML-18040,79,3,742.082,2,1,1,4,At Risk
ML-18265,100,2,162.232,2,1,1,4,At Risk
MM-17260,168,4,1314.023,2,1,2,5,At Risk
MM-17920,7,11,3794.0800000000004,4,4,4,12,Champion
MM-18055,61,8,2749.881,3,4,3,10,Champion
MM-18280,85,9,775.414,2,4,1,7,Potential
MN-17935,34,6,2477.946,3,3,3,9,Loyal
MO-17500,72,4,922.487,3,1,1,5,At Risk
MO-17800,104,8,1687.0269999999998,2,4,2,8,Loyal
MO-17950,180,2,154.288,2,1,1,4,At Risk
MP-17470,719,7,3206.132,1,3,3,7,Potential
MP-17965,72,9,3983.6420000000003,3,4,4,11,Champion
MP-18175,16,9,5087.92,4,4,4,12,Champion
MR-17545,125,4,639.178,2,1,1,4,At Risk
MS-17365,273,10,7443.6900000000005,1,4,4,9,Loyal
MS-17530,434,4,475.65599999999995,1,1,1,3,Lost
MS-17710,413,6,1613.402,1,3,2,6,Potential
MS-17770,121,9,3144.678,2,4,3,9,Loyal
MS-17830,452,4,370.348,1,1,1,3,Lost
MS-17980,26,6,855.116,4,3,1,8,Loyal
MT-17815,49,6,2890.139,3,3,3,9,Loyal
MT-18070,203,4,1319.4498,1,1,2,4,At Risk
MV-17485,27,9,1560.05,4,4,2,10,Champion
MV-18190,19,7,1734.574,4,3,2,9,Loyal
MW-18220,17,7,5341.900000000001,4,3,4,11,Champion
MW-18235,44,2,5253.876,3,1,4,8,Loyal
MY-17380,29,7,2254.285,4,3,2,9,Loyal
MY-18295,71,11,4152.696,3,4,4,11,Champion
MZ-17335,30,4,593.606,4,1,1,6,Potential
MZ-17515,282,6,2564.906,1,3,3,7,Potential
NB-18580,1165,2,273.87199999999996,1,1,1,3,Lost
NB-18655,19,9,1972.599,4,4,2,10,Champion
NC-18340,224,5,2461.404,1,2,3,6,Potential
NC-18415,41,6,2218.9900000000002,3,3,2,8,Loyal
NC-18535,6,7,8241.739,4,3,4,11,Champion
NC-18625,204,5,1821.742,1,2,2,5,At Risk
ND-18370,27,9,4326.139,4,4,4,12,Champion
ND-18460,183,6,2893.455,2,3,3,8,Loyal
NF-18385,79,7,8322.826,2,3,4,9,Loyal
NF-18475,525,4,377.16200000000003,1,1,1,3,Lost
NF-18595,114,7,2031.472,2,3,2,7,Potential
NG-18355,48,5,1869.58,3,2,2,7,Potential
NG-18430,48,5,1395.9379999999999,3,2,2,7,Potential
NH-18610,189,7,2673.29,1,3,3,7,Potential
NK-18490,70,7,572.048,3,3,1,7,Potential
NL-18310,58,4,1418.0900000000001,3,1,2,6,Potential
NM-18445,160,7,6459.344,2,3,4,9,Loyal
NM-18520,244,10,2161.979,1,4,2,7,Potential
NP-18325,25,6,5529.62,4,3,4,11,Champion
NP-18670,58,5,3908.402,3,2,4,9,Loyal
NP-18685,406,6,1228.698,1,3,2,6,Potential
NP-18700,138,7,7903.1825,2,3,4,9,Loyal
NR-18550,210,5,2367.277,1,2,3,6,Potential
NS-18505,6,4,2575.863,4,1,3,8,Loyal
NS-18640,174,13,2964.823,2,4,3,9,Loyal
NW-18400,172,7,7234.014,2,3,4,9,Loyal
NZ-18565,85,9,2488.31,2,4,3,9,Loyal
ON-18715,410,9,1567.52,1,4,2,7,Potential
OT-18730,65,5,3818.624,3,2,4,9,Loyal
PA-19060,103,6,729.408,2,3,1,6,Potential
PB-18805,25,3,740.356,4,1,1,6,Potential
PB-19105,57,4,688.324,3,1,1,5,At Risk
PB-19150,97,8,1456.95,2,4,2,8,Loyal
PB-19210,688,2,132.738,1,1,1,3,Lost
PC-18745,2,4,1832.064,4,1,2,7,Potential
PC-19000,882,2,1061.488,1,1,1,3,Lost
PF-19120,835,4,9062.864,1,1,4,6,Potential
PF-19165,196,6,2770.0,1,3,3,7,Potential
PF-19225,114,5,2206.1279999999997,2,2,2,6,Potential
PG-18820,36,13,3086.907,3,4,3,10,Champion
PG-18895,57,9,1987.164,3,4,2,9,Loyal
PH-18790,70,1,729.648,3,1,1,5,At Risk
PJ-18835,39,8,1220.09,3,4,2,9,Loyal
PJ-19015,134,7,1824.2340000000002,2,3,2,7,Potential
PK-18910,483,2,1441.152,1,1,2,4,At Risk
PK-19075,9,12,8646.934,4,4,4,12,Champion
PL-18925,15,5,239.481,4,2,1,7,Potential
PM-18940,386,3,1405.402,1,1,2,4,At Risk
PM-19135,51,4,4115.662,3,1,4,8,Loyal
PN-18775,30,8,1467.152,4,4,2,10,Champion
PO-18850,4,11,7473.8282,4,4,4,12,Champion
PO-18865,0,7,2493.214,4,3,3,10,Champion
PO-19180,160,9,4893.043,2,4,4,10,Champion
PO-19195,86,5,1056.858,2,2,1,5,At Risk
PP-18955,97,10,7252.608,2,4,4,10,Champion
PR-18880,36,5,1840.178,3,2,2,7,Potential
PS-18760,107,6,2181.479,2,3,2,7,Potential
PS-18970,69,8,1278.639,3,4,2,9,Loyal
PS-19045,236,7,6843.634,1,3,4,8,Loyal
PT-19090,71,4,160.572,3,1,1,5,At Risk
PV-18985,89,5,2876.046,2,2,3,7,Potential
PW-19030,46,10,3454.916,3,4,3,10,Champion
PW-19240,464,7,3922.4150000000004,1,3,4,8,Loyal
QJ-19255,25,9,6108.338,4,4,4,12,Champion
RA-19285,5,9,2617.906,4,4,3,11,Champion
RA-19885,43,7,3832.314,3,3,4,10,Champion
RA-19915,12,9,4793.543,4,4,4,12,Champion
RA-19945,61,5,1686.9225,3,2,2,7,Potential
RB-19330,68,2,1008.1959999999999,3,1,1,5,At Risk
RB-19360,96,6,15117.339,2,3,4,9,Loyal
RB-19435,19,8,2663.0860000000002,4,4,3,11,Champion
RB-19465,9,12,4715.466,4,4,4,12,Champion
RB-19570,25,5,528.546,4,2,1,7,Potential
RB-19645,648,5,221.084,1,2,1,4,At Risk
RB-19705,54,4,2067.45,3,1,2,6,Potential
RB-19795,32,8,5633.316000000001,3,4,4,11,Champion
RC-19825,369,6,966.409,1,3,1,5,At Risk
RC-19960,110,6,885.752,2,3,1,6,Potential
RD-19480,72,8,4272.93,3,4,4,11,Champion
RD-19585,180,10,2912.8940000000002,2,4,3,9,Loyal
RD-19660,114,5,2786.632,2,2,3,7,Potential
RD-19720,21,10,1419.737,4,4,2,10,Champion
RD-19810,14,8,1137.616,4,4,1,9,Loyal
RD-19900,114,9,3133.924,2,4,3,9,Loyal
RD-19930,42,4,970.9420000000001,3,1,1,5,At Risk
RE-19405,1097,1,48.36,1,1,1,3,Lost
RE-19450,302,5,876.696,1,2,1,4,At Risk
RF-19345,390,8,3309.15,1,4,3,8,Loyal
RF-19735,89,7,2341.2960000000003,2,3,3,8,Loyal
RF-19840,6,8,945.222,4,4,1,9,Loyal
RH-19495,32,5,3621.3759999999997,3,2,3,8,Loyal
RH-19510,467,6,6979.18,1,3,4,8,Loyal
RH-19555,519,2,740.382,1,1,1,3,Lost
RH-19600,534,3,2085.7400000000002,1,1,2,4,At Risk
RK-19300,119,3,1460.192,2,1,2,5,At Risk
RL-19615,121,8,6234.91,2,4,4,10,Champion
RM-19375,345,6,1453.474,1,3,2,6,Potential
RM-19675,6,5,5979.0960000000005,4,2,4,10,Champion
RM-19750,299,1,98.35,1,1,1,3,Lost
RO-19780,35,7,3815.478,3,3,4,10,Champion
RP-19270,496,4,954.6452,1,1,1,3,Lost
RP-19390,33,12,5153.084,3,4,4,11,Champion
RP-19855,28,8,2170.716,4,4,2,10,Champion
RR-19315,19,2,615.932,4,1,1,6,Potential
RR-19525,170,6,3302.2619999999997,2,3,3,8,Loyal
RS-19420,76,5,3221.29,2,2,3,7,Potential
RS-19765,36,8,4159.7699999999995,3,4,4,11,Champion
RS-19870,19,2,22.328,4,1,1,6,Potential
RW-19540,120,7,7397.401,2,3,4,9,Loyal
RW-19630,89,9,3279.746,2,4,3,9,Loyal
RW-19690,79,5,3495.646,2,2,3,7,Potential
SA-20830,63,10,4767.3415,3,4,4,11,Champion
SB-20170,201,3,1348.02,1,1,2,4,At Risk
SB-20185,188,6,6410.996,1,3,4,8,Loyal
SB-20290,47,7,8057.891,3,3,4,10,Champion
SC-20020,781,5,3362.9636,1,2,3,6,Potential
SC-20050,40,9,4624.572,3,4,4,11,Champion
SC-20095,349,9,14142.333999999999,1,4,4,9,Loyal
SC-20230,149,4,4371.9580000000005,2,1,4,7,Potential
SC-20260,187,8,3729.7929999999997,1,4,3,8,Loyal
SC-20305,29,7,3979.065,4,3,4,11,Champion
SC-20380,30,9,5992.536,4,4,4,12,Champion
SC-20440,36,7,1874.998,3,3,2,8,Loyal
SC-20575,92,5,902.7280000000001,2,2,1,5,At Risk
SC-20680,126,6,1254.64,2,3,2,7,Potential
SC-20695,89,10,2576.408,2,4,3,9,Loyal
SC-20725,187,11,5226.21,1,4,4,9,Loyal
SC-20770,41,7,4492.657,3,3,4,10,Champion
SC-20800,30,4,279.25600000000003,4,1,1,6,Potential
SC-20845,131,2,280.632,2,1,1,4,At Risk
SD-20485,200,9,6121.114,1,4,4,9,Loyal
SE-20110,9,11,12209.438000000002,4,4,4,12,Champion
SF-20065,59,7,763.5459999999999,3,3,1,7,Potential
SF-20200,59,9,3422.7859999999996,3,4,3,10,Champion
SF-20965,48,9,3336.535,3,4,3,10,Champion
SG-20080,8,3,3406.5809999999997,4,1,3,8,Loyal
SG-20470,183,8,1884.798,2,4,2,8,Loyal
SG-20605,108,6,3124.832,2,3,3,8,Loyal
SG-20890,226,3,47.946,1,1,1,3,Lost
SH-19975,29,13,3406.8395,4,4,3,11,Champion
SH-20395,23,10,2180.718,4,4,2,10,Champion
SH-20635,765,2,2096.392,1,1,2,4,At Risk
SJ-20125,95,12,3949.656,2,4,4,10,Champion
SJ-20215,29,6,1341.036,4,3,2,9,Loyal
SJ-20500,253,5,1318.776,1,2,2,5,At Risk
SK-19990,8,3,883.409,4,1,1,6,Potential
SL-20155,70,7,3053.012,3,3,3,9,Loyal
SM-20005,421,4,244.49399999999997,1,1,1,3,Lost
SM-20320,79,5,25043.05,2,2,4,8,Loyal
SM-20905,606,1,1043.041,1,1,1,3,Lost
SM-20950,25,12,5563.392,4,4,4,12,Champion
SN-20560,111,6,1860.418,2,3,2,7,Potential
SN-20710,79,7,3127.9592,2,3,3,8,Loyal
SO-20335,29,6,2602.5755,4,3,3,10,Champion
SP-20545,327,6,1306.086,1,3,2,6,Potential
SP-20620,47,9,5440.319,3,4,4,11,Champion
SP-20650,386,9,1872.4360000000001,1,4,2,7,Potential
SP-20860,79,10,4282.94,2,4,4,10,Champion
SP-20920,70,6,3990.689,3,3,4,10,Champion
SR-20425,8,5,3233.481,4,2,3,9,Loyal
SR-20740,196,8,4345.8859999999995,1,4,4,9,Loyal
SS-20140,15,8,1324.028,4,4,2,10,Champion
SS-20410,110,6,3056.8070000000002,2,3,3,8,Loyal
SS-20515,491,3,613.4,1,1,1,3,Lost
SS-20590,432,6,418.49,1,3,1,5,At Risk
SS-20875,120,5,964.636,2,2,1,5,At Risk
ST-20530,125,7,433.34000000000003,2,3,1,6,Potential
SU-20665,20,7,2595.364,4,3,3,10,Champion
SV-20365,101,10,11470.949999999999,2,4,4,10,Champion
SV-20785,320,9,4105.305,1,4,4,9,Loyal
SV-20815,76,4,1271.0900000000001,2,1,2,5,At Risk
SV-20935,2,8,1903.491,4,4,2,10,Champion
SW-20245,81,7,1085.078,2,3,1,6,Potential
SW-20275,30,6,1966.65,4,3,2,9,Loyal
SW-20350,162,3,1019.044,2,1,1,4,At Risk
SW-20455,162,7,2921.544,2,3,3,8,Loyal
SW-20755,534,2,758.6959999999999,1,1,1,3,Lost
SZ-20035,35,11,3625.329,3,4,3,10,Champion
TA-21385,69,4,14595.62,3,1,4,8,Loyal
TB-21055,119,5,1467.881,2,2,2,6,Potential
TB-21175,58,4,3589.296,3,1,3,7,Potential
TB-21190,49,4,816.1740000000001,3,1,1,5,At Risk
TB-21250,349,7,1602.376,1,3,2,6,Potential
TB-21280,583,6,2198.45,1,3,2,6,Potential
TB-21355,146,5,834.328,2,2,1,5,At Risk
TB-21400,202,7,9133.99,1,3,4,8,Loyal
TB-21520,107,9,4737.486,2,4,4,10,Champion
TB-21595,285,5,1387.559,1,2,2,5,At Risk
TB-21625,30,9,2797.668,4,4,3,11,Champion
TC-20980,399,5,19052.218,1,2,4,7,Potential
TC-21145,106,1,1038.26,2,1,1,4,At Risk
TC-21295,27,8,4266.812,4,4,4,12,Champion
TC-21475,153,9,1244.976,2,4,2,8,Loyal
TC-21535,4,7,742.5580000000001,4,3,1,8,Loyal
TD-20995,37,9,1434.5480000000002,3,4,2,9,Loyal
TG-21310,337,5,3058.372,1,2,3,6,Potential
TG-21640,114,4,2074.661,2,1,2,5,At Risk
TH-21100,344,5,2422.824,1,2,3,6,Potential
TH-21115,58,4,2942.772,3,1,3,7,Potential
TH-21235,117,8,1022.201,2,4,1,7,Potential
TH-21550,72,7,4234.0960000000005,3,3,4,10,Champion
TM-21010,103,8,2955.2259999999997,2,4,3,9,Loyal
TM-21490,130,3,1094.6779999999999,2,1,1,4,At Risk
TN-21040,90,7,3130.221,2,3,3,8,Loyal
TP-21130,8,9,4454.0560000000005,4,4,4,12,Champion
TP-21415,104,5,5329.0048,2,2,4,8,Loyal
TP-21565,350,4,1936.6399999999999,1,1,2,4,At Risk
TR-21325,193,5,675.9419999999999,1,2,1,4,At Risk
TS-21085,357,2,4.833,1,1,1,3,Lost
TS-21160,504,6,2163.6240000000003,1,3,2,6,Potential
TS-21205,198,7,5371.09,1,3,4,8,Loyal
TS-21340,226,5,974.7819999999999,1,2,1,4,At Risk
TS-21370,36,6,11891.751,3,3,4,10,Champion
TS-21430,172,5,2054.14,2,2,2,6,Potential
TS-21505,11,6,2243.274,4,3,2,9,Loyal
TS-21610,55,7,2820.424,3,3,3,9,Loyal
TS-21655,238,5,3368.094,1,2,3,6,Potential
TT-21070,31,7,4915.602,3,3,4,10,Champion
TT-21220,183,8,1427.0439999999999,2,4,2,8,Loyal
TT-21265,406,3,439.5,1,1,1,3,Lost
TT-21460,12,7,5364.808,4,3,4,11,Champion
TW-21025,64,7,5278.826,3,3,4,10,Champion
TZ-21580,35,4,1707.286,3,1,2,6,Potential
VB-21745,54,6,2005.596,3,3,2,8,Loyal
VD-21670,581,6,6442.254,1,3,4,8,Loyal
VF-21715,13,5,847.944,4,2,1,7,Potential
VG-21790,154,6,846.01,2,3,1,6,Potential
VG-21805,286,5,427.372,1,2,1,4,At Risk
VM-21685,54,7,2454.866,3,3,3,9,Loyal
VM-21835,117,5,380.69,2,2,1,5,At Risk
VP-21730,30,3,993.9019999999999,4,1,1,6,Potential
VP-21760,75,7,3360.526,3,3,3,9,Loyal
VS-21820,221,4,1055.981,1,1,1,3,Lost
VT-21700,1000,2,1736.596,1,1,2,4,At Risk
VW-21775,28,10,6134.0380000000005,4,4,4,12,Champion
WB-21850,20,11,6160.102,4,4,4,12,Champion
XP-21865,43,11,2374.658,3,4,3,10,Champion
YC-21895,4,5,5454.35,4,2,4,10,Champion
YS-21880,9,8,6720.4439999999995,4,4,4,12,Champion
ZC-21910,54,13,8025.707,3,4,4,11,Champion
ZD-21925,202,5,1493.944,1,2,2,5,At Risk
